d,FOODS_3_090,FOODS_3_586,FOODS_3_252,FOODS_3_555,FOODS_3_714,date,wm_yr_wk,weekday,wday,month,year,snap_CA,snap_TX,snap_WI
d_988,1073,552,383,292,268,2013-10-12,11338,Saturday,1,10,2013,0,1,1
d_989,914,542,325,276,251,2013-10-13,11338,Sunday,2,10,2013,0,1,0
d_990,750,426,254,204,159,2013-10-14,11338,Monday,3,10,2013,0,0,1
d_991,505,402,213,231,180,2013-10-15,11338,Tuesday,4,10,2013,0,1,1
d_992,440,412,205,218,153,2013-10-16,11338,Wednesday,5,10,2013,0,0,0
d_993,531,425,208,211,192,2013-10-17,11338,Thursday,6,10,2013,0,0,0
d_994,711,435,258,240,188,2013-10-18,11338,Friday,7,10,2013,0,0,0
d_995,895,588,361,323,283,2013-10-19,11339,Saturday,1,10,2013,0,0,0
d_996,951,597,365,286,250,2013-10-20,11339,Sunday,2,10,2013,0,0,0
d_997,490,362,215,198,149,2013-10-21,11339,Monday,3,10,2013,0,0,0
d_998,492,352,209,199,157,2013-10-22,11339,Tuesday,4,10,2013,0,0,0
d_999,477,341,202,187,146,2013-10-23,11339,Wednesday,5,10,2013,0,0,0
d_1000,550,342,182,177,174,2013-10-24,11339,Thursday,6,10,2013,0,0,0
d_1001,698,437,276,253,219,2013-10-25,11339,Friday,7,10,2013,0,0,0
d_1002,880,527,353,337,344,2013-10-26,11340,Saturday,1,10,2013,0,0,0
d_1003,703,434,264,211,269,2013-10-27,11340,Sunday,2,10,2013,0,0,0
d_1004,682,354,209,145,171,2013-10-28,11340,Monday,3,10,2013,0,0,0
d_1005,497,341,203,196,140,2013-10-29,11340,Tuesday,4,10,2013,0,0,0
d_1006,546,428,235,218,146,2013-10-30,11340,Wednesday,5,10,2013,0,0,0
d_1007,607,360,226,152,152,2013-10-31,11340,Thursday,6,10,2013,0,0,0
d_1008,774,482,280,254,221,2013-11-01,11340,Friday,7,11,2013,1,1,0
d_1009,930,497,346,286,265,2013-11-02,11341,Saturday,1,11,2013,1,0,1
d_1010,808,569,324,282,227,2013-11-03,11341,Sunday,2,11,2013,1,1,1
d_1011,555,307,157,154,148,2013-11-04,11341,Monday,3,11,2013,1,0,0
d_1012,535,396,231,202,149,2013-11-05,11341,Tuesday,4,11,2013,1,1,1
d_1013,570,353,195,206,151,2013-11-06,11341,Wednesday,5,11,2013,1,1,1
d_1014,611,342,221,208,160,2013-11-07,11341,Thursday,6,11,2013,1,1,0
d_1015,691,427,264,225,213,2013-11-08,11341,Friday,7,11,2013,1,0,1
d_1016,557,574,391,275,255,2013-11-09,11342,Saturday,1,11,2013,1,1,1
d_1017,459,555,357,228,251,2013-11-10,11342,Sunday,2,11,2013,1,0,0
d_1018,893,420,270,192,197,2013-11-11,11342,Monday,3,11,2013,0,1,1
d_1019,636,335,179,181,172,2013-11-12,11342,Tuesday,4,11,2013,0,1,1
d_1020,1,351,169,171,120,2013-11-13,11342,Wednesday,5,11,2013,0,1,0
d_1021,0,324,194,176,149,2013-11-14,11342,Thursday,6,11,2013,0,0,1
d_1022,0,423,259,229,181,2013-11-15,11342,Friday,7,11,2013,0,1,1
d_1023,5,575,334,299,287,2013-11-16,11343,Saturday,1,11,2013,0,0,0
d_1024,2,599,306,272,256,2013-11-17,11343,Sunday,2,11,2013,0,0,0
d_1025,0,402,227,205,148,2013-11-18,11343,Monday,3,11,2013,0,0,0
d_1026,6,429,165,180,143,2013-11-19,11343,Tuesday,4,11,2013,0,0,0
d_1027,3,375,193,175,130,2013-11-20,11343,Wednesday,5,11,2013,0,0,0
d_1028,1,391,181,192,164,2013-11-21,11343,Thursday,6,11,2013,0,0,0
d_1029,14,417,242,213,134,2013-11-22,11343,Friday,7,11,2013,0,0,0
d_1030,6,508,338,290,199,2013-11-23,11344,Saturday,1,11,2013,0,0,0
d_1031,2,495,284,251,218,2013-11-24,11344,Sunday,2,11,2013,0,0,0
d_1032,2,381,239,195,147,2013-11-25,11344,Monday,3,11,2013,0,0,0
d_1033,4,373,207,206,136,2013-11-26,11344,Tuesday,4,11,2013,0,0,0
d_1034,9,500,271,277,204,2013-11-27,11344,Wednesday,5,11,2013,0,0,0
d_1035,1,690,498,364,351,2013-11-28,11344,Thursday,6,11,2013,0,0,0
d_1036,0,602,337,318,276,2013-11-29,11344,Friday,7,11,2013,0,0,0
d_1037,0,535,287,261,214,2013-11-30,11345,Saturday,1,11,2013,0,0,0
d_1038,382,574,312,293,161,2013-12-01,11345,Sunday,2,12,2013,1,1,0
d_1039,1881,378,165,208,166,2013-12-02,11345,Monday,3,12,2013,1,0,1
d_1040,1172,529,165,216,164,2013-12-03,11345,Tuesday,4,12,2013,1,1,1
d_1041,1236,400,179,203,170,2013-12-04,11345,Wednesday,5,12,2013,1,0,0
d_1042,1385,388,227,225,154,2013-12-05,11345,Thursday,6,12,2013,1,1,1
d_1043,1302,459,257,235,159,2013-12-06,11345,Friday,7,12,2013,1,1,1
d_1044,1879,523,296,293,222,2013-12-07,11346,Saturday,1,12,2013,1,1,0
d_1045,12,569,247,268,206,2013-12-08,11346,Sunday,2,12,2013,1,0,1
d_1046,1,398,170,202,154,2013-12-09,11346,Monday,3,12,2013,1,1,1
d_1047,1,418,180,231,141,2013-12-10,11346,Tuesday,4,12,2013,1,0,0
d_1048,2,417,188,208,152,2013-12-11,11346,Wednesday,5,12,2013,0,1,1
d_1049,0,395,198,205,173,2013-12-12,11346,Thursday,6,12,2013,0,1,1
d_1050,7,459,266,250,200,2013-12-13,11346,Friday,7,12,2013,0,1,0
d_1051,2,547,328,275,271,2013-12-14,11347,Saturday,1,12,2013,0,0,1
d_1052,0,560,329,323,268,2013-12-15,11347,Sunday,2,12,2013,0,1,1
d_1053,5,410,188,201,155,2013-12-16,11347,Monday,3,12,2013,0,0,0
d_1054,10,416,238,256,159,2013-12-17,11347,Tuesday,4,12,2013,0,0,0
d_1055,0,439,242,228,192,2013-12-18,11347,Wednesday,5,12,2013,0,0,0
d_1056,2,479,260,253,224,2013-12-19,11347,Thursday,6,12,2013,0,0,0
d_1057,1,524,254,292,220,2013-12-20,11347,Friday,7,12,2013,0,0,0
d_1058,0,677,412,372,366,2013-12-21,11348,Saturday,1,12,2013,0,0,0
d_1059,0,591,414,320,242,2013-12-22,11348,Sunday,2,12,2013,0,0,0
d_1060,0,564,304,354,268,2013-12-23,11348,Monday,3,12,2013,0,0,0
d_1061,0,602,221,275,220,2013-12-24,11348,Tuesday,4,12,2013,0,0,0
d_1062,0,6,3,3,0,2013-12-25,11348,Wednesday,5,12,2013,0,0,0
d_1063,1037,455,225,266,195,2013-12-26,11348,Thursday,6,12,2013,0,0,0
d_1064,1097,386,225,209,159,2013-12-27,11348,Friday,7,12,2013,0,0,0
d_1065,874,459,296,232,195,2013-12-28,11349,Saturday,1,12,2013,0,0,0
d_1066,852,447,236,211,168,2013-12-29,11349,Sunday,2,12,2013,0,0,0
d_1067,1163,328,177,172,135,2013-12-30,11349,Monday,3,12,2013,0,0,0
d_1068,2035,400,204,219,170,2013-12-31,11349,Tuesday,4,12,2013,0,0,0
d_1069,540,331,173,191,117,2014-01-01,11349,Wednesday,5,1,2014,1,1,0
d_1070,556,353,195,191,136,2014-01-02,11349,Thursday,6,1,2014,1,0,1
d_1071,767,423,244,226,174,2014-01-03,11349,Friday,7,1,2014,1,1,1
d_1072,872,456,269,251,236,2014-01-04,11350,Saturday,1,1,2014,1,0,0
d_1073,816,440,231,209,174,2014-01-05,11350,Sunday,2,1,2014,1,1,1
d_1074,492,318,167,156,102,2014-01-06,11350,Monday,3,1,2014,1,1,1
d_1075,387,318,170,185,109,2014-01-07,11350,Tuesday,4,1,2014,1,1,0
d_1076,335,333,149,182,116,2014-01-08,11350,Wednesday,5,1,2014,1,0,1
d_1077,292,329,227,196,160,2014-01-09,11350,Thursday,6,1,2014,1,1,1
d_1078,119,363,199,203,153,2014-01-10,11350,Friday,7,1,2014,1,0,0
d_1079,946,493,309,271,192,2014-01-11,11351,Saturday,1,1,2014,0,1,1
d_1080,767,464,263,284,171,2014-01-12,11351,Sunday,2,1,2014,0,1,1
d_1081,446,337,162,160,152,2014-01-13,11351,Monday,3,1,2014,0,1,0
d_1082,470,306,156,174,133,2014-01-14,11351,Tuesday,4,1,2014,0,0,1
d_1083,542,327,157,151,110,2014-01-15,11351,Wednesday,5,1,2014,0,1,1
d_1084,495,350,164,152,133,2014-01-16,11351,Thursday,6,1,2014,0,0,0
d_1085,810,405,214,192,140,2014-01-17,11351,Friday,7,1,2014,0,0,0
d_1086,882,417,234,248,216,2014-01-18,11352,Saturday,1,1,2014,0,0,0
d_1087,816,447,227,209,169,2014-01-19,11352,Sunday,2,1,2014,0,0,0
d_1088,458,332,203,167,156,2014-01-20,11352,Monday,3,1,2014,0,0,0
d_1089,369,286,147,134,125,2014-01-21,11352,Tuesday,4,1,2014,0,0,0
d_1090,479,266,144,150,126,2014-01-22,11352,Wednesday,5,1,2014,0,0,0
d_1091,427,286,155,129,90,2014-01-23,11352,Thursday,6,1,2014,0,0,0
d_1092,567,307,181,152,101,2014-01-24,11352,Friday,7,1,2014,0,0,0
d_1093,862,413,261,237,201,2014-01-25,11353,Saturday,1,1,2014,0,0,0
d_1094,754,446,234,192,183,2014-01-26,11353,Sunday,2,1,2014,0,0,0
d_1095,511,285,147,134,103,2014-01-27,11353,Monday,3,1,2014,0,0,0
d_1096,346,246,153,103,73,2014-01-28,11353,Tuesday,4,1,2014,0,0,0
d_1097,350,252,123,146,99,2014-01-29,11353,Wednesday,5,1,2014,0,0,0
d_1098,455,310,149,150,113,2014-01-30,11353,Thursday,6,1,2014,0,0,0
d_1099,685,361,229,172,210,2014-01-31,11353,Friday,7,1,2014,0,0,0
d_1100,967,486,289,246,166,2014-02-01,11401,Saturday,1,2,2014,1,1,0
d_1101,946,390,186,205,130,2014-02-02,11401,Sunday,2,2,2014,1,0,1
d_1102,550,353,185,193,128,2014-02-03,11401,Monday,3,2,2014,1,1,1
d_1103,460,309,152,105,106,2014-02-04,11401,Tuesday,4,2,2014,1,0,0
d_1104,443,300,163,144,71,2014-02-05,11401,Wednesday,5,2,2014,1,1,1
d_1105,485,332,139,153,53,2014-02-06,11401,Thursday,6,2,2014,1,1,1
d_1106,3,354,175,173,73,2014-02-07,11401,Friday,7,2,2014,1,1,0
d_1107,3,473,332,276,242,2014-02-08,11402,Saturday,1,2,2014,1,0,1
d_1108,0,557,291,313,236,2014-02-09,11402,Sunday,2,2,2014,1,1,1
d_1109,0,350,166,166,130,2014-02-10,11402,Monday,3,2,2014,1,0,0
d_1110,0,343,185,186,181,2014-02-11,11402,Tuesday,4,2,2014,0,1,1
d_1111,0,405,212,224,130,2014-02-12,11402,Wednesday,5,2,2014,0,1,1
d_1112,7,527,293,278,180,2014-02-13,11402,Thursday,6,2,2014,0,1,0
d_1113,3,464,299,283,214,2014-02-14,11402,Friday,7,2,2014,0,0,1
d_1114,7,526,376,315,275,2014-02-15,11403,Saturday,1,2,2014,0,1,1
d_1115,2,521,346,278,267,2014-02-16,11403,Sunday,2,2,2014,0,0,0
d_1116,4,391,251,219,204,2014-02-17,11403,Monday,3,2,2014,0,0,0
d_1117,4,341,179,225,164,2014-02-18,11403,Tuesday,4,2,2014,0,0,0
d_1118,1,327,205,196,179,2014-02-19,11403,Wednesday,5,2,2014,0,0,0
d_1119,10,384,226,176,191,2014-02-20,11403,Thursday,6,2,2014,0,0,0
d_1120,3,398,289,245,184,2014-02-21,11403,Friday,7,2,2014,0,0,0
d_1121,4,443,342,271,266,2014-02-22,11404,Saturday,1,2,2014,0,0,0
d_1122,5,521,340,325,272,2014-02-23,11404,Sunday,2,2,2014,0,0,0
d_1123,0,359,202,175,148,2014-02-24,11404,Monday,3,2,2014,0,0,0
d_1124,21,349,214,193,161,2014-02-25,11404,Tuesday,4,2,2014,0,0,0
d_1125,5,276,135,131,119,2014-02-26,11404,Wednesday,5,2,2014,0,0,0
d_1126,3,344,188,201,167,2014-02-27,11404,Thursday,6,2,2014,0,0,0
d_1127,3,379,234,220,199,2014-02-28,11404,Friday,7,2,2014,0,0,0
d_1128,7,525,405,316,350,2014-03-01,11405,Saturday,1,3,2014,1,1,0
d_1129,2,502,331,291,244,2014-03-02,11405,Sunday,2,3,2014,1,0,1
d_1130,2,334,172,205,178,2014-03-03,11405,Monday,3,3,2014,1,1,1
d_1131,12,341,177,166,147,2014-03-04,11405,Tuesday,4,3,2014,1,0,0
d_1132,0,330,209,209,157,2014-03-05,11405,Wednesday,5,3,2014,1,1,1
d_1133,0,379,236,196,186,2014-03-06,11405,Thursday,6,3,2014,1,1,1
d_1134,5,427,269,234,224,2014-03-07,11405,Friday,7,3,2014,1,1,0
d_1135,0,469,345,272,284,2014-03-08,11406,Saturday,1,3,2014,1,0,1
d_1136,1203,484,354,259,272,2014-03-09,11406,Sunday,2,3,2014,1,1,1
d_1137,624,422,230,194,182,2014-03-10,11406,Monday,3,3,2014,1,0,0
d_1138,544,372,260,231,140,2014-03-11,11406,Tuesday,4,3,2014,0,1,1
d_1139,506,363,220,185,147,2014-03-12,11406,Wednesday,5,3,2014,0,1,1
d_1140,476,396,235,220,192,2014-03-13,11406,Thursday,6,3,2014,0,1,0
d_1141,548,390,284,228,222,2014-03-14,11406,Friday,7,3,2014,0,0,1
d_1142,772,439,382,268,239,2014-03-15,11407,Saturday,1,3,2014,0,1,1
d_1143,639,515,346,250,235,2014-03-16,11407,Sunday,2,3,2014,0,0,0
d_1144,427,365,193,184,182,2014-03-17,11407,Monday,3,3,2014,0,0,0
d_1145,427,350,223,181,165,2014-03-18,11407,Tuesday,4,3,2014,0,0,0
d_1146,380,326,226,171,206,2014-03-19,11407,Wednesday,5,3,2014,0,0,0
d_1147,437,305,200,179,213,2014-03-20,11407,Thursday,6,3,2014,0,0,0
d_1148,579,336,249,196,202,2014-03-21,11407,Friday,7,3,2014,0,0,0
d_1149,727,541,371,261,257,2014-03-22,11408,Saturday,1,3,2014,0,0,0
d_1150,608,468,258,178,215,2014-03-23,11408,Sunday,2,3,2014,0,0,0
d_1151,397,317,207,156,151,2014-03-24,11408,Monday,3,3,2014,0,0,0
d_1152,327,326,210,154,128,2014-03-25,11408,Tuesday,4,3,2014,0,0,0
d_1153,330,248,155,113,147,2014-03-26,11408,Wednesday,5,3,2014,0,0,0
d_1154,436,332,202,162,156,2014-03-27,11408,Thursday,6,3,2014,0,0,0
d_1155,543,363,235,198,189,2014-03-28,11408,Friday,7,3,2014,0,0,0
d_1156,707,473,322,209,239,2014-03-29,11409,Saturday,1,3,2014,0,0,0
d_1157,683,509,363,238,250,2014-03-30,11409,Sunday,2,3,2014,0,0,0
d_1158,384,292,164,149,133,2014-03-31,11409,Monday,3,3,2014,0,0,0
d_1159,428,358,183,187,151,2014-04-01,11409,Tuesday,4,4,2014,1,1,0
d_1160,403,320,210,151,158,2014-04-02,11409,Wednesday,5,4,2014,1,0,1
d_1161,437,324,213,178,172,2014-04-03,11409,Thursday,6,4,2014,1,1,1
d_1162,612,348,203,183,199,2014-04-04,11409,Friday,7,4,2014,1,0,0
d_1163,773,446,347,245,261,2014-04-05,11410,Saturday,1,4,2014,1,1,1
d_1164,587,512,318,250,250,2014-04-06,11410,Sunday,2,4,2014,1,1,1
d_1165,410,380,291,214,194,2014-04-07,11410,Monday,3,4,2014,1,1,0
d_1166,472,399,296,212,209,2014-04-08,11410,Tuesday,4,4,2014,1,0,1
d_1167,510,368,225,218,217,2014-04-09,11410,Wednesday,5,4,2014,1,1,1
d_1168,409,398,337,233,187,2014-04-10,11410,Thursday,6,4,2014,1,0,0
d_1169,637,411,289,253,234,2014-04-11,11410,Friday,7,4,2014,0,1,1
d_1170,807,502,419,332,276,2014-04-12,11411,Saturday,1,4,2014,0,1,1
d_1171,702,500,363,258,266,2014-04-13,11411,Sunday,2,4,2014,0,1,0
d_1172,396,333,219,184,165,2014-04-14,11411,Monday,3,4,2014,0,0,1
d_1173,415,395,255,205,184,2014-04-15,11411,Tuesday,4,4,2014,0,1,1
d_1174,481,381,271,193,193,2014-04-16,11411,Wednesday,5,4,2014,0,0,0
d_1175,435,396,242,206,209,2014-04-17,11411,Thursday,6,4,2014,0,0,0
d_1176,651,474,203,234,273,2014-04-18,11411,Friday,7,4,2014,0,0,0
d_1177,943,556,388,318,378,2014-04-19,11412,Saturday,1,4,2014,0,0,0
d_1178,949,590,348,301,329,2014-04-20,11412,Sunday,2,4,2014,0,0,0
d_1179,421,330,194,146,176,2014-04-21,11412,Monday,3,4,2014,0,0,0
d_1180,378,313,184,156,165,2014-04-22,11412,Tuesday,4,4,2014,0,0,0
d_1181,406,374,203,205,192,2014-04-23,11412,Wednesday,5,4,2014,0,0,0
d_1182,425,355,171,190,180,2014-04-24,11412,Thursday,6,4,2014,0,0,0
d_1183,681,411,233,220,247,2014-04-25,11412,Friday,7,4,2014,0,0,0
d_1184,680,453,337,234,227,2014-04-26,11413,Saturday,1,4,2014,0,0,0
d_1185,525,510,312,255,272,2014-04-27,11413,Sunday,2,4,2014,0,0,0
d_1186,448,307,249,186,212,2014-04-28,11413,Monday,3,4,2014,0,0,0
d_1187,409,330,214,187,172,2014-04-29,11413,Tuesday,4,4,2014,0,0,0
d_1188,398,334,210,167,189,2014-04-30,11413,Wednesday,5,4,2014,0,0,0
d_1189,519,447,330,201,238,2014-05-01,11413,Thursday,6,5,2014,1,1,0
d_1190,720,409,335,225,259,2014-05-02,11413,Friday,7,5,2014,1,0,1
d_1191,790,511,417,279,298,2014-05-03,11414,Saturday,1,5,2014,1,1,1
d_1192,565,518,388,226,275,2014-05-04,11414,Sunday,2,5,2014,1,0,0
d_1193,481,390,256,231,186,2014-05-05,11414,Monday,3,5,2014,1,1,1
d_1194,418,364,233,186,183,2014-05-06,11414,Tuesday,4,5,2014,1,1,1
d_1195,352,388,260,160,170,2014-05-07,11414,Wednesday,5,5,2014,1,1,0
d_1196,522,368,218,179,197,2014-05-08,11414,Thursday,6,5,2014,1,0,1
d_1197,729,422,321,230,248,2014-05-09,11414,Friday,7,5,2014,1,1,1
d_1198,849,559,465,304,335,2014-05-10,11415,Saturday,1,5,2014,1,0,0
d_1199,787,527,389,267,324,2014-05-11,11415,Sunday,2,5,2014,0,1,1
d_1200,472,385,295,177,221,2014-05-12,11415,Monday,3,5,2014,0,1,1
d_1201,2,395,326,191,182,2014-05-13,11415,Tuesday,4,5,2014,0,1,0
d_1202,0,346,293,201,237,2014-05-14,11415,Wednesday,5,5,2014,0,0,1
d_1203,0,400,307,228,235,2014-05-15,11415,Thursday,6,5,2014,0,1,1
d_1204,0,446,343,224,220,2014-05-16,11415,Friday,7,5,2014,0,0,0
d_1205,28,461,423,262,278,2014-05-17,11416,Saturday,1,5,2014,0,0,0
d_1206,2,495,378,306,293,2014-05-18,11416,Sunday,2,5,2014,0,0,0
d_1207,8,352,226,193,187,2014-05-19,11416,Monday,3,5,2014,0,0,0
d_1208,0,322,250,185,187,2014-05-20,11416,Tuesday,4,5,2014,0,0,0
d_1209,0,348,240,193,201,2014-05-21,11416,Wednesday,5,5,2014,0,0,0
d_1210,2,319,262,189,203,2014-05-22,11416,Thursday,6,5,2014,0,0,0
d_1211,9,447,347,218,266,2014-05-23,11416,Friday,7,5,2014,0,0,0
d_1212,3,447,446,290,370,2014-05-24,11417,Saturday,1,5,2014,0,0,0
d_1213,43,510,445,288,306,2014-05-25,11417,Sunday,2,5,2014,0,0,0
d_1214,0,380,282,191,248,2014-05-26,11417,Monday,3,5,2014,0,0,0
d_1215,3,310,186,132,153,2014-05-27,11417,Tuesday,4,5,2014,0,0,0
d_1216,5,288,214,145,150,2014-05-28,11417,Wednesday,5,5,2014,0,0,0
d_1217,9,369,263,196,199,2014-05-29,11417,Thursday,6,5,2014,0,0,0
d_1218,5,415,302,245,236,2014-05-30,11417,Friday,7,5,2014,0,0,0
d_1219,3,480,405,312,283,2014-05-31,11418,Saturday,1,5,2014,0,0,0
d_1220,2,568,437,305,343,2014-06-01,11418,Sunday,2,6,2014,1,1,0
d_1221,5,388,308,184,225,2014-06-02,11418,Monday,3,6,2014,1,0,1
d_1222,2,380,278,232,233,2014-06-03,11418,Tuesday,4,6,2014,1,1,1
d_1223,0,412,326,204,206,2014-06-04,11418,Wednesday,5,6,2014,1,0,0
d_1224,2,460,292,255,233,2014-06-05,11418,Thursday,6,6,2014,1,1,1
d_1225,4,424,316,250,357,2014-06-06,11418,Friday,7,6,2014,1,1,1
d_1226,0,590,455,384,375,2014-06-07,11419,Saturday,1,6,2014,1,1,0
d_1227,0,568,484,305,317,2014-06-08,11419,Sunday,2,6,2014,1,0,1
d_1228,0,453,312,243,219,2014-06-09,11419,Monday,3,6,2014,1,1,1
d_1229,0,360,268,194,195,2014-06-10,11419,Tuesday,4,6,2014,1,0,0
d_1230,558,397,295,200,200,2014-06-11,11419,Wednesday,5,6,2014,0,1,1
d_1231,670,407,298,212,274,2014-06-12,11419,Thursday,6,6,2014,0,1,1
d_1232,716,490,365,230,263,2014-06-13,11419,Friday,7,6,2014,0,1,0
d_1233,784,630,489,339,358,2014-06-14,11420,Saturday,1,6,2014,0,0,1
d_1234,823,512,407,323,262,2014-06-15,11420,Sunday,2,6,2014,0,1,1
d_1235,439,412,320,217,214,2014-06-16,11420,Monday,3,6,2014,0,0,0
d_1236,441,374,260,195,227,2014-06-17,11420,Tuesday,4,6,2014,0,0,0
d_1237,399,418,263,177,189,2014-06-18,11420,Wednesday,5,6,2014,0,0,0
d_1238,459,435,261,229,245,2014-06-19,11420,Thursday,6,6,2014,0,0,0
d_1239,674,477,347,257,307,2014-06-20,11420,Friday,7,6,2014,0,0,0
d_1240,858,503,369,241,299,2014-06-21,11421,Saturday,1,6,2014,0,0,0
d_1241,646,493,315,263,263,2014-06-22,11421,Sunday,2,6,2014,0,0,0
d_1242,377,383,218,155,201,2014-06-23,11421,Monday,3,6,2014,0,0,0
d_1243,436,356,242,181,181,2014-06-24,11421,Tuesday,4,6,2014,0,0,0
d_1244,424,376,203,153,155,2014-06-25,11421,Wednesday,5,6,2014,0,0,0
d_1245,486,366,220,153,189,2014-06-26,11421,Thursday,6,6,2014,0,0,0
d_1246,540,528,300,219,247,2014-06-27,11421,Friday,7,6,2014,0,0,0
d_1247,758,504,363,262,307,2014-06-28,11422,Saturday,1,6,2014,0,0,0
d_1248,579,566,426,250,328,2014-06-29,11422,Sunday,2,6,2014,0,0,0
d_1249,418,433,273,210,237,2014-06-30,11422,Monday,3,6,2014,0,0,0
d_1250,452,485,299,232,258,2014-07-01,11422,Tuesday,4,7,2014,1,1,0
d_1251,490,519,302,210,198,2014-07-02,11422,Wednesday,5,7,2014,1,0,1
d_1252,806,654,402,288,298,2014-07-03,11422,Thursday,6,7,2014,1,1,1
d_1253,807,702,386,286,312,2014-07-04,11422,Friday,7,7,2014,1,0,0
d_1254,614,528,312,251,346,2014-07-05,11423,Saturday,1,7,2014,1,1,1
d_1255,656,607,351,237,354,2014-07-06,11423,Sunday,2,7,2014,1,1,1
d_1256,514,502,271,259,279,2014-07-07,11423,Monday,3,7,2014,1,1,0
d_1257,468,441,230,185,260,2014-07-08,11423,Tuesday,4,7,2014,1,0,1
d_1258,548,513,362,207,236,2014-07-09,11423,Wednesday,5,7,2014,1,1,1
d_1259,516,539,336,250,219,2014-07-10,11423,Thursday,6,7,2014,1,0,0
d_1260,730,548,365,282,244,2014-07-11,11423,Friday,7,7,2014,0,1,1
d_1261,818,640,421,297,333,2014-07-12,11424,Saturday,1,7,2014,0,1,1
d_1262,624,591,393,265,359,2014-07-13,11424,Sunday,2,7,2014,0,1,0
d_1263,467,525,261,199,244,2014-07-14,11424,Monday,3,7,2014,0,0,1
d_1264,545,513,296,179,195,2014-07-15,11424,Tuesday,4,7,2014,0,1,1
d_1265,492,440,232,187,184,2014-07-16,11424,Wednesday,5,7,2014,0,0,0
d_1266,618,462,218,202,216,2014-07-17,11424,Thursday,6,7,2014,0,0,0
d_1267,702,618,303,246,257,2014-07-18,11424,Friday,7,7,2014,0,0,0
d_1268,775,668,381,284,369,2014-07-19,11425,Saturday,1,7,2014,0,0,0
d_1269,588,674,384,278,351,2014-07-20,11425,Sunday,2,7,2014,0,0,0
d_1270,367,467,269,239,273,2014-07-21,11425,Monday,3,7,2014,0,0,0
d_1271,422,515,261,207,249,2014-07-22,11425,Tuesday,4,7,2014,0,0,0
d_1272,430,503,293,186,210,2014-07-23,11425,Wednesday,5,7,2014,0,0,0
d_1273,509,608,286,198,254,2014-07-24,11425,Thursday,6,7,2014,0,0,0
d_1274,630,473,365,135,290,2014-07-25,11425,Friday,7,7,2014,0,0,0
d_1275,668,535,466,252,375,2014-07-26,11426,Saturday,1,7,2014,0,0,0
d_1276,665,532,478,249,356,2014-07-27,11426,Sunday,2,7,2014,0,0,0
d_1277,375,475,306,190,251,2014-07-28,11426,Monday,3,7,2014,0,0,0
d_1278,454,475,271,170,213,2014-07-29,11426,Tuesday,4,7,2014,0,0,0
d_1279,399,512,283,170,193,2014-07-30,11426,Wednesday,5,7,2014,0,0,0
d_1280,497,535,345,167,246,2014-07-31,11426,Thursday,6,7,2014,0,0,0
d_1281,632,762,416,228,340,2014-08-01,11426,Friday,7,8,2014,1,1,0
d_1282,797,745,443,282,336,2014-08-02,11427,Saturday,1,8,2014,1,0,1
d_1283,709,729,408,282,346,2014-08-03,11427,Sunday,2,8,2014,1,1,1
d_1284,431,528,303,171,233,2014-08-04,11427,Monday,3,8,2014,1,0,0
d_1285,446,536,301,165,220,2014-08-05,11427,Tuesday,4,8,2014,1,1,1
d_1286,407,550,344,201,248,2014-08-06,11427,Wednesday,5,8,2014,1,1,1
d_1287,538,590,351,168,247,2014-08-07,11427,Thursday,6,8,2014,1,1,0
d_1288,638,725,386,206,330,2014-08-08,11427,Friday,7,8,2014,1,0,1
d_1289,633,785,441,245,368,2014-08-09,11428,Saturday,1,8,2014,1,1,1
d_1290,528,775,417,246,377,2014-08-10,11428,Sunday,2,8,2014,1,0,0
d_1291,415,581,358,187,254,2014-08-11,11428,Monday,3,8,2014,0,1,1
d_1292,385,539,300,223,216,2014-08-12,11428,Tuesday,4,8,2014,0,1,1
d_1293,437,501,282,184,257,2014-08-13,11428,Wednesday,5,8,2014,0,1,0
d_1294,437,514,243,194,272,2014-08-14,11428,Thursday,6,8,2014,0,0,1
d_1295,678,620,368,260,341,2014-08-15,11428,Friday,7,8,2014,0,1,1
d_1296,630,715,472,299,421,2014-08-16,11429,Saturday,1,8,2014,0,0,0
d_1297,490,697,457,207,407,2014-08-17,11429,Sunday,2,8,2014,0,0,0
d_1298,408,433,328,200,247,2014-08-18,11429,Monday,3,8,2014,0,0,0
d_1299,435,462,273,203,213,2014-08-19,11429,Tuesday,4,8,2014,0,0,0
d_1300,392,413,225,167,193,2014-08-20,11429,Wednesday,5,8,2014,0,0,0
d_1301,484,482,285,190,285,2014-08-21,11429,Thursday,6,8,2014,0,0,0
d_1302,673,556,420,236,326,2014-08-22,11429,Friday,7,8,2014,0,0,0
d_1303,660,738,495,254,398,2014-08-23,11430,Saturday,1,8,2014,0,0,0
d_1304,601,787,571,268,408,2014-08-24,11430,Sunday,2,8,2014,0,0,0
d_1305,466,473,324,141,199,2014-08-25,11430,Monday,3,8,2014,0,0,0
d_1306,375,466,290,157,142,2014-08-26,11430,Tuesday,4,8,2014,0,0,0
d_1307,413,454,255,150,218,2014-08-27,11430,Wednesday,5,8,2014,0,0,0
d_1308,410,457,274,189,210,2014-08-28,11430,Thursday,6,8,2014,0,0,0
d_1309,638,525,299,260,230,2014-08-29,11430,Friday,7,8,2014,0,0,0
d_1310,778,651,441,257,333,2014-08-30,11431,Saturday,1,8,2014,0,0,0
