d,sales,date,wm_yr_wk,weekday,wday,month,year,snap_CA,snap_TX,snap_WI
d_1189,33859,2014-05-01,11413,Thursday,6,5,2014,1,1,0
d_1190,38951,2014-05-02,11413,Friday,7,5,2014,1,0,1
d_1191,46542,2014-05-03,11414,Saturday,1,5,2014,1,1,1
d_1192,45139,2014-05-04,11414,Sunday,2,5,2014,1,0,0
d_1193,35820,2014-05-05,11414,Monday,3,5,2014,1,1,1
d_1194,33611,2014-05-06,11414,Tuesday,4,5,2014,1,1,1
d_1195,32146,2014-05-07,11414,Wednesday,5,5,2014,1,1,0
d_1196,31819,2014-05-08,11414,Thursday,6,5,2014,1,0,1
d_1197,36363,2014-05-09,11414,Friday,7,5,2014,1,1,1
d_1198,42843,2014-05-10,11415,Saturday,1,5,2014,1,0,0
d_1199,38180,2014-05-11,11415,Sunday,2,5,2014,0,1,1
d_1200,37922,2014-05-12,11415,Monday,3,5,2014,0,1,1
d_1201,33844,2014-05-13,11415,Tuesday,4,5,2014,0,1,0
d_1202,32817,2014-05-14,11415,Wednesday,5,5,2014,0,0,1
d_1203,33522,2014-05-15,11415,Thursday,6,5,2014,0,1,1
d_1204,34589,2014-05-16,11415,Friday,7,5,2014,0,0,0
d_1205,40019,2014-05-17,11416,Saturday,1,5,2014,0,0,0
d_1206,43020,2014-05-18,11416,Sunday,2,5,2014,0,0,0
d_1207,32314,2014-05-19,11416,Monday,3,5,2014,0,0,0
d_1208,29926,2014-05-20,11416,Tuesday,4,5,2014,0,0,0
d_1209,29083,2014-05-21,11416,Wednesday,5,5,2014,0,0,0
d_1210,30386,2014-05-22,11416,Thursday,6,5,2014,0,0,0
d_1211,33425,2014-05-23,11416,Friday,7,5,2014,0,0,0
d_1212,38386,2014-05-24,11417,Saturday,1,5,2014,0,0,0
d_1213,35965,2014-05-25,11417,Sunday,2,5,2014,0,0,0
d_1214,33459,2014-05-26,11417,Monday,3,5,2014,0,0,0
d_1215,28912,2014-05-27,11417,Tuesday,4,5,2014,0,0,0
d_1216,28109,2014-05-28,11417,Wednesday,5,5,2014,0,0,0
d_1217,27689,2014-05-29,11417,Thursday,6,5,2014,0,0,0
d_1218,33740,2014-05-30,11417,Friday,7,5,2014,0,0,0
d_1219,40692,2014-05-31,11418,Saturday,1,5,2014,0,0,0
d_1220,44602,2014-06-01,11418,Sunday,2,6,2014,1,1,0
d_1221,37312,2014-06-02,11418,Monday,3,6,2014,1,0,1
d_1222,38357,2014-06-03,11418,Tuesday,4,6,2014,1,1,1
d_1223,32899,2014-06-04,11418,Wednesday,5,6,2014,1,0,0
d_1224,35655,2014-06-05,11418,Thursday,6,6,2014,1,1,1
d_1225,37457,2014-06-06,11418,Friday,7,6,2014,1,1,1
d_1226,44347,2014-06-07,11419,Saturday,1,6,2014,1,1,0
d_1227,45279,2014-06-08,11419,Sunday,2,6,2014,1,0,1
d_1228,38256,2014-06-09,11419,Monday,3,6,2014,1,1,1
d_1229,33658,2014-06-10,11419,Tuesday,4,6,2014,1,0,0
d_1230,34644,2014-06-11,11419,Wednesday,5,6,2014,0,1,1
d_1231,35077,2014-06-12,11419,Thursday,6,6,2014,0,1,1
d_1232,38356,2014-06-13,11419,Friday,7,6,2014,0,1,0
d_1233,44984,2014-06-14,11420,Saturday,1,6,2014,0,0,1
d_1234,42494,2014-06-15,11420,Sunday,2,6,2014,0,1,1
d_1235,35203,2014-06-16,11420,Monday,3,6,2014,0,0,0
d_1236,33542,2014-06-17,11420,Tuesday,4,6,2014,0,0,0
d_1237,32269,2014-06-18,11420,Wednesday,5,6,2014,0,0,0
d_1238,33120,2014-06-19,11420,Thursday,6,6,2014,0,0,0
d_1239,37996,2014-06-20,11420,Friday,7,6,2014,0,0,0
d_1240,42420,2014-06-21,11421,Saturday,1,6,2014,0,0,0
d_1241,42460,2014-06-22,11421,Sunday,2,6,2014,0,0,0
d_1242,33158,2014-06-23,11421,Monday,3,6,2014,0,0,0
d_1243,30641,2014-06-24,11421,Tuesday,4,6,2014,0,0,0
d_1244,28821,2014-06-25,11421,Wednesday,5,6,2014,0,0,0
d_1245,29356,2014-06-26,11421,Thursday,6,6,2014,0,0,0
d_1246,34078,2014-06-27,11421,Friday,7,6,2014,0,0,0
d_1247,39930,2014-06-28,11422,Saturday,1,6,2014,0,0,0
d_1248,40211,2014-06-29,11422,Sunday,2,6,2014,0,0,0
d_1249,33449,2014-06-30,11422,Monday,3,6,2014,0,0,0
d_1250,37739,2014-07-01,11422,Tuesday,4,7,2014,1,1,0
d_1251,37869,2014-07-02,11422,Wednesday,5,7,2014,1,0,1
d_1252,47028,2014-07-03,11422,Thursday,6,7,2014,1,1,1
d_1253,38593,2014-07-04,11422,Friday,7,7,2014,1,0,0
d_1254,40782,2014-07-05,11423,Saturday,1,7,2014,1,1,1
d_1255,45490,2014-07-06,11423,Sunday,2,7,2014,1,1,1
d_1256,37635,2014-07-07,11423,Monday,3,7,2014,1,1,0
d_1257,36448,2014-07-08,11423,Tuesday,4,7,2014,1,0,1
d_1258,37214,2014-07-09,11423,Wednesday,5,7,2014,1,1,1
d_1259,35179,2014-07-10,11423,Thursday,6,7,2014,1,0,0
d_1260,40253,2014-07-11,11423,Friday,7,7,2014,0,1,1
d_1261,47696,2014-07-12,11424,Saturday,1,7,2014,0,1,1
d_1262,43675,2014-07-13,11424,Sunday,2,7,2014,0,1,0
d_1263,36281,2014-07-14,11424,Monday,3,7,2014,0,0,1
d_1264,35815,2014-07-15,11424,Tuesday,4,7,2014,0,1,1
d_1265,33011,2014-07-16,11424,Wednesday,5,7,2014,0,0,0
d_1266,32430,2014-07-17,11424,Thursday,6,7,2014,0,0,0
d_1267,36449,2014-07-18,11424,Friday,7,7,2014,0,0,0
d_1268,42480,2014-07-19,11425,Saturday,1,7,2014,0,0,0
d_1269,42689,2014-07-20,11425,Sunday,2,7,2014,0,0,0
d_1270,33451,2014-07-21,11425,Monday,3,7,2014,0,0,0
d_1271,31512,2014-07-22,11425,Tuesday,4,7,2014,0,0,0
d_1272,30939,2014-07-23,11425,Wednesday,5,7,2014,0,0,0
d_1273,30525,2014-07-24,11425,Thursday,6,7,2014,0,0,0
d_1274,33848,2014-07-25,11425,Friday,7,7,2014,0,0,0
d_1275,39008,2014-07-26,11426,Saturday,1,7,2014,0,0,0
d_1276,42214,2014-07-27,11426,Sunday,2,7,2014,0,0,0
d_1277,32632,2014-07-28,11426,Monday,3,7,2014,0,0,0
d_1278,30705,2014-07-29,11426,Tuesday,4,7,2014,0,0,0
d_1279,30334,2014-07-30,11426,Wednesday,5,7,2014,0,0,0
d_1280,31840,2014-07-31,11426,Thursday,6,7,2014,0,0,0
d_1281,43129,2014-08-01,11426,Friday,7,8,2014,1,1,0
d_1282,47011,2014-08-02,11427,Saturday,1,8,2014,1,0,1
d_1283,47572,2014-08-03,11427,Sunday,2,8,2014,1,1,1
d_1284,35799,2014-08-04,11427,Monday,3,8,2014,1,0,0
d_1285,36238,2014-08-05,11427,Tuesday,4,8,2014,1,1,1
d_1286,34547,2014-08-06,11427,Wednesday,5,8,2014,1,1,1
d_1287,34577,2014-08-07,11427,Thursday,6,8,2014,1,1,0
d_1288,38980,2014-08-08,11427,Friday,7,8,2014,1,0,1
d_1289,45258,2014-08-09,11428,Saturday,1,8,2014,1,1,1
d_1290,43249,2014-08-10,11428,Sunday,2,8,2014,1,0,0
d_1291,36122,2014-08-11,11428,Monday,3,8,2014,0,1,1
d_1292,36672,2014-08-12,11428,Tuesday,4,8,2014,0,1,1
d_1293,34419,2014-08-13,11428,Wednesday,5,8,2014,0,1,0
d_1294,34536,2014-08-14,11428,Thursday,6,8,2014,0,0,1
d_1295,38258,2014-08-15,11428,Friday,7,8,2014,0,1,1
d_1296,44555,2014-08-16,11429,Saturday,1,8,2014,0,0,0
d_1297,46673,2014-08-17,11429,Sunday,2,8,2014,0,0,0
d_1298,35379,2014-08-18,11429,Monday,3,8,2014,0,0,0
d_1299,31959,2014-08-19,11429,Tuesday,4,8,2014,0,0,0
d_1300,31847,2014-08-20,11429,Wednesday,5,8,2014,0,0,0
d_1301,32399,2014-08-21,11429,Thursday,6,8,2014,0,0,0
d_1302,37116,2014-08-22,11429,Friday,7,8,2014,0,0,0
d_1303,44673,2014-08-23,11430,Saturday,1,8,2014,0,0,0
d_1304,47443,2014-08-24,11430,Sunday,2,8,2014,0,0,0
d_1305,34667,2014-08-25,11430,Monday,3,8,2014,0,0,0
d_1306,31402,2014-08-26,11430,Tuesday,4,8,2014,0,0,0
d_1307,29506,2014-08-27,11430,Wednesday,5,8,2014,0,0,0
d_1308,29976,2014-08-28,11430,Thursday,6,8,2014,0,0,0
d_1309,37693,2014-08-29,11430,Friday,7,8,2014,0,0,0
d_1310,43237,2014-08-30,11431,Saturday,1,8,2014,0,0,0
d_1311,39210,2014-08-31,11431,Sunday,2,8,2014,0,0,0
d_1312,43256,2014-09-01,11431,Monday,3,9,2014,1,1,0
d_1313,34299,2014-09-02,11431,Tuesday,4,9,2014,1,0,1
d_1314,37397,2014-09-03,11431,Wednesday,5,9,2014,1,1,1
d_1315,31483,2014-09-04,11431,Thursday,6,9,2014,1,0,0
d_1316,35966,2014-09-05,11431,Friday,7,9,2014,1,1,1
d_1317,46017,2014-09-06,11432,Saturday,1,9,2014,1,1,1
d_1318,45953,2014-09-07,11432,Sunday,2,9,2014,1,1,0
d_1319,35580,2014-09-08,11432,Monday,3,9,2014,1,0,1
d_1320,34167,2014-09-09,11432,Tuesday,4,9,2014,1,1,1
d_1321,31792,2014-09-10,11432,Wednesday,5,9,2014,1,0,0
d_1322,34480,2014-09-11,11432,Thursday,6,9,2014,0,1,1
d_1323,38359,2014-09-12,11432,Friday,7,9,2014,0,1,1
d_1324,47579,2014-09-13,11433,Saturday,1,9,2014,0,1,0
d_1325,45747,2014-09-14,11433,Sunday,2,9,2014,0,0,1
d_1326,36559,2014-09-15,11433,Monday,3,9,2014,0,1,1
d_1327,31037,2014-09-16,11433,Tuesday,4,9,2014,0,0,0
d_1328,29831,2014-09-17,11433,Wednesday,5,9,2014,0,0,0
d_1329,28861,2014-09-18,11433,Thursday,6,9,2014,0,0,0
d_1330,34832,2014-09-19,11433,Friday,7,9,2014,0,0,0
d_1331,43032,2014-09-20,11434,Saturday,1,9,2014,0,0,0
d_1332,44402,2014-09-21,11434,Sunday,2,9,2014,0,0,0
d_1333,31510,2014-09-22,11434,Monday,3,9,2014,0,0,0
d_1334,29410,2014-09-23,11434,Tuesday,4,9,2014,0,0,0
d_1335,29001,2014-09-24,11434,Wednesday,5,9,2014,0,0,0
d_1336,29511,2014-09-25,11434,Thursday,6,9,2014,0,0,0
d_1337,33127,2014-09-26,11434,Friday,7,9,2014,0,0,0
d_1338,40839,2014-09-27,11435,Saturday,1,9,2014,0,0,0
d_1339,42924,2014-09-28,11435,Sunday,2,9,2014,0,0,0
d_1340,31473,2014-09-29,11435,Monday,3,9,2014,0,0,0
d_1341,29990,2014-09-30,11435,Tuesday,4,9,2014,0,0,0
d_1342,34602,2014-10-01,11435,Wednesday,5,10,2014,1,1,0
d_1343,34249,2014-10-02,11435,Thursday,6,10,2014,1,0,1
d_1344,41836,2014-10-03,11435,Friday,7,10,2014,1,1,1
d_1345,47199,2014-10-04,11436,Saturday,1,10,2014,1,0,0
d_1346,48361,2014-10-05,11436,Sunday,2,10,2014,1,1,1
d_1347,37719,2014-10-06,11436,Monday,3,10,2014,1,1,1
d_1348,33151,2014-10-07,11436,Tuesday,4,10,2014,1,1,0
d_1349,33185,2014-10-08,11436,Wednesday,5,10,2014,1,0,1
d_1350,33738,2014-10-09,11436,Thursday,6,10,2014,1,1,1
d_1351,35001,2014-10-10,11436,Friday,7,10,2014,1,0,0
d_1352,44561,2014-10-11,11437,Saturday,1,10,2014,0,1,1
d_1353,46735,2014-10-12,11437,Sunday,2,10,2014,0,1,1
d_1354,33557,2014-10-13,11437,Monday,3,10,2014,0,1,0
d_1355,32451,2014-10-14,11437,Tuesday,4,10,2014,0,0,1
d_1356,34193,2014-10-15,11437,Wednesday,5,10,2014,0,1,1
d_1357,29936,2014-10-16,11437,Thursday,6,10,2014,0,0,0
d_1358,33430,2014-10-17,11437,Friday,7,10,2014,0,0,0
d_1359,43755,2014-10-18,11438,Saturday,1,10,2014,0,0,0
d_1360,43456,2014-10-19,11438,Sunday,2,10,2014,0,0,0
d_1361,32233,2014-10-20,11438,Monday,3,10,2014,0,0,0
d_1362,29367,2014-10-21,11438,Tuesday,4,10,2014,0,0,0
d_1363,27926,2014-10-22,11438,Wednesday,5,10,2014,0,0,0
d_1364,28506,2014-10-23,11438,Thursday,6,10,2014,0,0,0
d_1365,32790,2014-10-24,11438,Friday,7,10,2014,0,0,0
d_1366,40753,2014-10-25,11439,Saturday,1,10,2014,0,0,0
d_1367,40197,2014-10-26,11439,Sunday,2,10,2014,0,0,0
d_1368,31203,2014-10-27,11439,Monday,3,10,2014,0,0,0
d_1369,28340,2014-10-28,11439,Tuesday,4,10,2014,0,0,0
d_1370,27563,2014-10-29,11439,Wednesday,5,10,2014,0,0,0
d_1371,30235,2014-10-30,11439,Thursday,6,10,2014,0,0,0
d_1372,32850,2014-10-31,11439,Friday,7,10,2014,0,0,0
d_1373,44249,2014-11-01,11440,Saturday,1,11,2014,1,1,0
d_1374,46072,2014-11-02,11440,Sunday,2,11,2014,1,0,1
d_1375,38564,2014-11-03,11440,Monday,3,11,2014,1,1,1
d_1376,31952,2014-11-04,11440,Tuesday,4,11,2014,1,0,0
d_1377,30832,2014-11-05,11440,Wednesday,5,11,2014,1,1,1
d_1378,33223,2014-11-06,11440,Thursday,6,11,2014,1,1,1
d_1379,34763,2014-11-07,11440,Friday,7,11,2014,1,1,0
d_1380,44270,2014-11-08,11441,Saturday,1,11,2014,1,0,1
d_1381,47415,2014-11-09,11441,Sunday,2,11,2014,1,1,1
d_1382,34449,2014-11-10,11441,Monday,3,11,2014,1,0,0
d_1383,32588,2014-11-11,11441,Tuesday,4,11,2014,0,1,1
d_1384,30490,2014-11-12,11441,Wednesday,5,11,2014,0,1,1
d_1385,28711,2014-11-13,11441,Thursday,6,11,2014,0,1,0
d_1386,34739,2014-11-14,11441,Friday,7,11,2014,0,0,1
d_1387,44383,2014-11-15,11442,Saturday,1,11,2014,0,1,1
d_1388,43516,2014-11-16,11442,Sunday,2,11,2014,0,0,0
d_1389,31811,2014-11-17,11442,Monday,3,11,2014,0,0,0
d_1390,28014,2014-11-18,11442,Tuesday,4,11,2014,0,0,0
d_1391,28047,2014-11-19,11442,Wednesday,5,11,2014,0,0,0
d_1392,28247,2014-11-20,11442,Thursday,6,11,2014,0,0,0
d_1393,32863,2014-11-21,11442,Friday,7,11,2014,0,0,0
d_1394,42402,2014-11-22,11443,Saturday,1,11,2014,0,0,0
d_1395,40630,2014-11-23,11443,Sunday,2,11,2014,0,0,0
d_1396,31598,2014-11-24,11443,Monday,3,11,2014,0,0,0
d_1397,31888,2014-11-25,11443,Tuesday,4,11,2014,0,0,0
d_1398,36903,2014-11-26,11443,Wednesday,5,11,2014,0,0,0
d_1399,21844,2014-11-27,11443,Thursday,6,11,2014,0,0,0
d_1400,26354,2014-11-28,11443,Friday,7,11,2014,0,0,0
d_1401,34456,2014-11-29,11444,Saturday,1,11,2014,0,0,0
d_1402,35805,2014-11-30,11444,Sunday,2,11,2014,0,0,0
d_1403,34305,2014-12-01,11444,Monday,3,12,2014,1,1,0
d_1404,30569,2014-12-02,11444,Tuesday,4,12,2014,1,0,1
d_1405,32605,2014-12-03,11444,Wednesday,5,12,2014,1,1,1
d_1406,31516,2014-12-04,11444,Thursday,6,12,2014,1,0,0
d_1407,36963,2014-12-05,11444,Friday,7,12,2014,1,1,1
d_1408,43815,2014-12-06,11445,Saturday,1,12,2014,1,1,1
d_1409,42527,2014-12-07,11445,Sunday,2,12,2014,1,1,0
d_1410,33114,2014-12-08,11445,Monday,3,12,2014,1,0,1
d_1411,32667,2014-12-09,11445,Tuesday,4,12,2014,1,1,1
d_1412,31898,2014-12-10,11445,Wednesday,5,12,2014,1,0,0
d_1413,26115,2014-12-11,11445,Thursday,6,12,2014,0,1,1
d_1414,33502,2014-12-12,11445,Friday,7,12,2014,0,1,1
d_1415,40036,2014-12-13,11446,Saturday,1,12,2014,0,1,0
d_1416,42006,2014-12-14,11446,Sunday,2,12,2014,0,0,1
d_1417,34127,2014-12-15,11446,Monday,3,12,2014,0,1,1
d_1418,29936,2014-12-16,11446,Tuesday,4,12,2014,0,0,0
d_1419,30152,2014-12-17,11446,Wednesday,5,12,2014,0,0,0
d_1420,32367,2014-12-18,11446,Thursday,6,12,2014,0,0,0
d_1421,29834,2014-12-19,11446,Friday,7,12,2014,0,0,0
d_1422,38421,2014-12-20,11447,Saturday,1,12,2014,0,0,0
d_1423,38488,2014-12-21,11447,Sunday,2,12,2014,0,0,0
d_1424,33736,2014-12-22,11447,Monday,3,12,2014,0,0,0
d_1425,34862,2014-12-23,11447,Tuesday,4,12,2014,0,0,0
d_1426,29617,2014-12-24,11447,Wednesday,5,12,2014,0,0,0
d_1427,20,2014-12-25,11447,Thursday,6,12,2014,0,0,0
d_1428,32909,2014-12-26,11447,Friday,7,12,2014,0,0,0
d_1429,32594,2014-12-27,11448,Saturday,1,12,2014,0,0,0
d_1430,31894,2014-12-28,11448,Sunday,2,12,2014,0,0,0
d_1431,29990,2014-12-29,11448,Monday,3,12,2014,0,0,0
d_1432,29417,2014-12-30,11448,Tuesday,4,12,2014,0,0,0
d_1433,33450,2014-12-31,11448,Wednesday,5,12,2014,0,0,0
d_1434,26452,2015-01-01,11448,Thursday,6,1,2015,1,1,0
d_1435,39633,2015-01-02,11448,Friday,7,1,2015,1,0,1
d_1436,41085,2015-01-03,11449,Saturday,1,1,2015,1,1,1
d_1437,39647,2015-01-04,11449,Sunday,2,1,2015,1,0,0
d_1438,34691,2015-01-05,11449,Monday,3,1,2015,1,1,1
d_1439,32682,2015-01-06,11449,Tuesday,4,1,2015,1,1,1
d_1440,29165,2015-01-07,11449,Wednesday,5,1,2015,1,1,0
d_1441,29029,2015-01-08,11449,Thursday,6,1,2015,1,0,1
d_1442,34385,2015-01-09,11449,Friday,7,1,2015,1,1,1
d_1443,43946,2015-01-10,11450,Saturday,1,1,2015,1,0,0
d_1444,45066,2015-01-11,11450,Sunday,2,1,2015,0,1,1
d_1445,35574,2015-01-12,11450,Monday,3,1,2015,0,1,1
d_1446,30324,2015-01-13,11450,Tuesday,4,1,2015,0,1,0
d_1447,31059,2015-01-14,11450,Wednesday,5,1,2015,0,0,1
d_1448,33063,2015-01-15,11450,Thursday,6,1,2015,0,1,1
d_1449,34889,2015-01-16,11450,Friday,7,1,2015,0,0,0
d_1450,45169,2015-01-17,11451,Saturday,1,1,2015,0,0,0
d_1451,40724,2015-01-18,11451,Sunday,2,1,2015,0,0,0
d_1452,34412,2015-01-19,11451,Monday,3,1,2015,0,0,0
d_1453,28363,2015-01-20,11451,Tuesday,4,1,2015,0,0,0
d_1454,28109,2015-01-21,11451,Wednesday,5,1,2015,0,0,0
d_1455,25795,2015-01-22,11451,Thursday,6,1,2015,0,0,0
d_1456,32221,2015-01-23,11451,Friday,7,1,2015,0,0,0
d_1457,42181,2015-01-24,11452,Saturday,1,1,2015,0,0,0
d_1458,42623,2015-01-25,11452,Sunday,2,1,2015,0,0,0
d_1459,30358,2015-01-26,11452,Monday,3,1,2015,0,0,0
d_1460,27873,2015-01-27,11452,Tuesday,4,1,2015,0,0,0
d_1461,28104,2015-01-28,11452,Wednesday,5,1,2015,0,0,0
d_1462,28225,2015-01-29,11452,Thursday,6,1,2015,0,0,0
d_1463,37440,2015-01-30,11452,Friday,7,1,2015,0,0,0
d_1464,50828,2015-01-31,11501,Saturday,1,1,2015,0,0,0
d_1465,40385,2015-02-01,11501,Sunday,2,2,2015,1,1,0
d_1466,35006,2015-02-02,11501,Monday,3,2,2015,1,0,1
d_1467,37405,2015-02-03,11501,Tuesday,4,2,2015,1,1,1
d_1468,33992,2015-02-04,11501,Wednesday,5,2,2015,1,0,0
d_1469,34647,2015-02-05,11501,Thursday,6,2,2015,1,1,1
d_1470,36809,2015-02-06,11501,Friday,7,2,2015,1,1,1
d_1471,50836,2015-02-07,11502,Saturday,1,2,2015,1,1,0
d_1472,49719,2015-02-08,11502,Sunday,2,2,2015,1,0,1
d_1473,39170,2015-02-09,11502,Monday,3,2,2015,1,1,1
d_1474,35464,2015-02-10,11502,Tuesday,4,2,2015,1,0,0
d_1475,35701,2015-02-11,11502,Wednesday,5,2,2015,0,1,1
d_1476,38570,2015-02-12,11502,Thursday,6,2,2015,0,1,1
d_1477,36936,2015-02-13,11502,Friday,7,2,2015,0,1,0
d_1478,41614,2015-02-14,11503,Saturday,1,2,2015,0,0,1
d_1479,44007,2015-02-15,11503,Sunday,2,2,2015,0,1,1
d_1480,37147,2015-02-16,11503,Monday,3,2,2015,0,0,0
d_1481,30697,2015-02-17,11503,Tuesday,4,2,2015,0,0,0
d_1482,28505,2015-02-18,11503,Wednesday,5,2,2015,0,0,0
d_1483,28808,2015-02-19,11503,Thursday,6,2,2015,0,0,0
d_1484,33119,2015-02-20,11503,Friday,7,2,2015,0,0,0
d_1485,42109,2015-02-21,11504,Saturday,1,2,2015,0,0,0
d_1486,43759,2015-02-22,11504,Sunday,2,2,2015,0,0,0
d_1487,31522,2015-02-23,11504,Monday,3,2,2015,0,0,0
d_1488,29780,2015-02-24,11504,Tuesday,4,2,2015,0,0,0
d_1489,29227,2015-02-25,11504,Wednesday,5,2,2015,0,0,0
d_1490,29223,2015-02-26,11504,Thursday,6,2,2015,0,0,0
d_1491,33566,2015-02-27,11504,Friday,7,2,2015,0,0,0
d_1492,44154,2015-02-28,11505,Saturday,1,2,2015,0,0,0
d_1493,45186,2015-03-01,11505,Sunday,2,3,2015,1,1,0
d_1494,35398,2015-03-02,11505,Monday,3,3,2015,1,0,1
d_1495,34387,2015-03-03,11505,Tuesday,4,3,2015,1,1,1
d_1496,31774,2015-03-04,11505,Wednesday,5,3,2015,1,0,0
d_1497,32819,2015-03-05,11505,Thursday,6,3,2015,1,1,1
d_1498,35937,2015-03-06,11505,Friday,7,3,2015,1,1,1
d_1499,44229,2015-03-07,11506,Saturday,1,3,2015,1,1,0
d_1500,47379,2015-03-08,11506,Sunday,2,3,2015,1,0,1
d_1501,36020,2015-03-09,11506,Monday,3,3,2015,1,1,1
d_1502,33597,2015-03-10,11506,Tuesday,4,3,2015,1,0,0
d_1503,32891,2015-03-11,11506,Wednesday,5,3,2015,0,1,1
d_1504,34391,2015-03-12,11506,Thursday,6,3,2015,0,1,1
d_1505,36623,2015-03-13,11506,Friday,7,3,2015,0,1,0
d_1506,44471,2015-03-14,11507,Saturday,1,3,2015,0,0,1
d_1507,48827,2015-03-15,11507,Sunday,2,3,2015,0,1,1
d_1508,35495,2015-03-16,11507,Monday,3,3,2015,0,0,0
d_1509,31412,2015-03-17,11507,Tuesday,4,3,2015,0,0,0
d_1510,29947,2015-03-18,11507,Wednesday,5,3,2015,0,0,0
d_1511,29369,2015-03-19,11507,Thursday,6,3,2015,0,0,0
d_1512,32999,2015-03-20,11507,Friday,7,3,2015,0,0,0
d_1513,41982,2015-03-21,11508,Saturday,1,3,2015,0,0,0
d_1514,44014,2015-03-22,11508,Sunday,2,3,2015,0,0,0
d_1515,32338,2015-03-23,11508,Monday,3,3,2015,0,0,0
d_1516,26841,2015-03-24,11508,Tuesday,4,3,2015,0,0,0
d_1517,31995,2015-03-25,11508,Wednesday,5,3,2015,0,0,0
d_1518,29902,2015-03-26,11508,Thursday,6,3,2015,0,0,0
d_1519,32535,2015-03-27,11508,Friday,7,3,2015,0,0,0
d_1520,41531,2015-03-28,11509,Saturday,1,3,2015,0,0,0
d_1521,42583,2015-03-29,11509,Sunday,2,3,2015,0,0,0
d_1522,31899,2015-03-30,11509,Monday,3,3,2015,0,0,0
d_1523,30956,2015-03-31,11509,Tuesday,4,3,2015,0,0,0
d_1524,35060,2015-04-01,11509,Wednesday,5,4,2015,1,1,0
d_1525,33817,2015-04-02,11509,Thursday,6,4,2015,1,0,1
d_1526,44108,2015-04-03,11509,Friday,7,4,2015,1,1,1
d_1527,48419,2015-04-04,11510,Saturday,1,4,2015,1,0,0
d_1528,41636,2015-04-05,11510,Sunday,2,4,2015,1,1,1
d_1529,36215,2015-04-06,11510,Monday,3,4,2015,1,1,1
d_1530,33911,2015-04-07,11510,Tuesday,4,4,2015,1,1,0
d_1531,34149,2015-04-08,11510,Wednesday,5,4,2015,1,0,1
d_1532,34437,2015-04-09,11510,Thursday,6,4,2015,1,1,1
d_1533,36853,2015-04-10,11510,Friday,7,4,2015,1,0,0
d_1534,45272,2015-04-11,11511,Saturday,1,4,2015,0,1,1
d_1535,47180,2015-04-12,11511,Sunday,2,4,2015,0,1,1
d_1536,34494,2015-04-13,11511,Monday,3,4,2015,0,1,0
d_1537,33597,2015-04-14,11511,Tuesday,4,4,2015,0,0,1
d_1538,34690,2015-04-15,11511,Wednesday,5,4,2015,0,1,1
d_1539,31431,2015-04-16,11511,Thursday,6,4,2015,0,0,0
d_1540,33059,2015-04-17,11511,Friday,7,4,2015,0,0,0
d_1541,42516,2015-04-18,11512,Saturday,1,4,2015,0,0,0
d_1542,44359,2015-04-19,11512,Sunday,2,4,2015,0,0,0
d_1543,33118,2015-04-20,11512,Monday,3,4,2015,0,0,0
d_1544,30227,2015-04-21,11512,Tuesday,4,4,2015,0,0,0
d_1545,30382,2015-04-22,11512,Wednesday,5,4,2015,0,0,0
d_1546,30658,2015-04-23,11512,Thursday,6,4,2015,0,0,0
d_1547,34423,2015-04-24,11512,Friday,7,4,2015,0,0,0
d_1548,43598,2015-04-25,11513,Saturday,1,4,2015,0,0,0
d_1549,43406,2015-04-26,11513,Sunday,2,4,2015,0,0,0
d_1550,33444,2015-04-27,11513,Monday,3,4,2015,0,0,0
d_1551,29750,2015-04-28,11513,Tuesday,4,4,2015,0,0,0
d_1552,28667,2015-04-29,11513,Wednesday,5,4,2015,0,0,0
d_1553,30553,2015-04-30,11513,Thursday,6,4,2015,0,0,0
d_1554,40976,2015-05-01,11513,Friday,7,5,2015,1,1,0
d_1555,47052,2015-05-02,11514,Saturday,1,5,2015,1,0,1
d_1556,49102,2015-05-03,11514,Sunday,2,5,2015,1,1,1
d_1557,38169,2015-05-04,11514,Monday,3,5,2015,1,0,0
d_1558,35089,2015-05-05,11514,Tuesday,4,5,2015,1,1,1
d_1559,35296,2015-05-06,11514,Wednesday,5,5,2015,1,1,1
d_1560,33321,2015-05-07,11514,Thursday,6,5,2015,1,1,0
d_1561,37424,2015-05-08,11514,Friday,7,5,2015,1,0,1
d_1562,47269,2015-05-09,11515,Saturday,1,5,2015,1,1,1
d_1563,38030,2015-05-10,11515,Sunday,2,5,2015,1,0,0
d_1564,37192,2015-05-11,11515,Monday,3,5,2015,0,1,1
d_1565,35033,2015-05-12,11515,Tuesday,4,5,2015,0,1,1
d_1566,33685,2015-05-13,11515,Wednesday,5,5,2015,0,1,0
d_1567,32054,2015-05-14,11515,Thursday,6,5,2015,0,0,1
d_1568,37764,2015-05-15,11515,Friday,7,5,2015,0,1,1
d_1569,44336,2015-05-16,11516,Saturday,1,5,2015,0,0,0
d_1570,44493,2015-05-17,11516,Sunday,2,5,2015,0,0,0
d_1571,34296,2015-05-18,11516,Monday,3,5,2015,0,0,0
d_1572,30671,2015-05-19,11516,Tuesday,4,5,2015,0,0,0
d_1573,31158,2015-05-20,11516,Wednesday,5,5,2015,0,0,0
d_1574,30601,2015-05-21,11516,Thursday,6,5,2015,0,0,0
d_1575,36267,2015-05-22,11516,Friday,7,5,2015,0,0,0
