d,sales,date,wm_yr_wk,weekday,wday,month,year,snap_CA,snap_TX,snap_WI,lag_7,lag_14,lag_28,rolling_mean_7,rolling_mean_14,rolling_mean_28
d_1479,44007,2015-02-15,11503,Sunday,2,2,2015,0,1,1,49719.0,40385.0,40724.0,38780.28571428572,39276.857142857145,36671.17857142857
d_1480,37147,2015-02-16,11503,Monday,3,2,2015,0,0,0,39170.0,35006.0,34412.0,38491.28571428572,39429.78571428572,36768.857142857145
d_1481,30697,2015-02-17,11503,Tuesday,4,2,2015,0,0,0,35464.0,37405.0,28363.0,37810.28571428572,38950.642857142855,36852.21428571428
d_1482,28505,2015-02-18,11503,Wednesday,5,2,2015,0,0,0,35701.0,33992.0,28109.0,36782.28571428572,38558.71428571428,36866.357142857145
d_1483,28808,2015-02-19,11503,Thursday,6,2,2015,0,0,0,38570.0,34647.0,25795.0,35387.71428571428,38141.642857142855,36973.96428571428
d_1484,33119,2015-02-20,11503,Friday,7,2,2015,0,0,0,36936.0,36809.0,32221.0,34842.42857142857,37878.07142857143,37006.03571428572
d_1485,42109,2015-02-21,11504,Saturday,1,2,2015,0,0,0,41614.0,50836.0,42181.0,34913.142857142855,37254.71428571428,37003.46428571428
d_1486,43759,2015-02-22,11504,Sunday,2,2,2015,0,0,0,44007.0,49719.0,42623.0,34877.71428571428,36829.0,37044.03571428572
d_1487,31522,2015-02-23,11504,Monday,3,2,2015,0,0,0,37147.0,39170.0,30358.0,34074.142857142855,36282.71428571428,37085.607142857145
d_1488,29780,2015-02-24,11504,Tuesday,4,2,2015,0,0,0,30697.0,35464.0,27873.0,33943.142857142855,35876.71428571428,37153.71428571428
d_1489,29227,2015-02-25,11504,Wednesday,5,2,2015,0,0,0,28505.0,35701.0,28104.0,34046.28571428572,35414.28571428572,37193.82142857143
d_1490,29223,2015-02-26,11504,Thursday,6,2,2015,0,0,0,28808.0,38570.0,28225.0,34105.57142857143,34746.642857142855,37229.46428571428
d_1491,33566,2015-02-27,11504,Friday,7,2,2015,0,0,0,33119.0,36936.0,37440.0,34169.42857142857,34505.92857142857,37091.107142857145
d_1492,44154,2015-02-28,11505,Saturday,1,2,2015,0,0,0,42109.0,41614.0,50828.0,34461.57142857143,34687.357142857145,36852.75
d_1493,45186,2015-03-01,11505,Sunday,2,3,2015,1,1,0,43759.0,44007.0,40385.0,34665.42857142857,34771.57142857143,37024.21428571428
d_1494,35398,2015-03-02,11505,Monday,3,3,2015,1,0,1,31522.0,37147.0,35006.0,35219.142857142855,34646.642857142855,37038.21428571428
d_1495,34387,2015-03-03,11505,Tuesday,4,3,2015,1,1,1,29780.0,30697.0,37405.0,35877.28571428572,34910.21428571428,36930.42857142857
d_1496,31774,2015-03-04,11505,Wednesday,5,3,2015,1,0,0,29227.0,28505.0,33992.0,36241.142857142855,35143.71428571428,36851.21428571428
d_1497,32819,2015-03-05,11505,Thursday,6,3,2015,1,1,1,29223.0,28808.0,34647.0,36754.857142857145,35430.21428571428,36785.92857142857
d_1498,35937,2015-03-06,11505,Friday,7,3,2015,1,1,1,33566.0,33119.0,36809.0,37093.57142857143,35631.5,36754.78571428572
d_1499,44229,2015-03-07,11506,Saturday,1,3,2015,1,1,0,44154.0,42109.0,50836.0,37104.28571428572,35782.92857142857,36518.82142857143
d_1500,47379,2015-03-08,11506,Sunday,2,3,2015,1,0,1,45186.0,43759.0,49719.0,37417.57142857143,36041.5,36435.25
d_1501,36020,2015-03-09,11506,Monday,3,3,2015,1,1,1,35398.0,31522.0,39170.0,37506.42857142857,36362.78571428572,36322.75
d_1502,33597,2015-03-10,11506,Tuesday,4,3,2015,1,0,0,34387.0,29780.0,35464.0,37393.57142857143,36635.42857142857,36256.07142857143
d_1503,32891,2015-03-11,11506,Wednesday,5,3,2015,0,1,1,31774.0,29227.0,35701.0,37553.142857142855,36897.142857142855,36155.71428571428
d_1504,34391,2015-03-12,11506,Thursday,6,3,2015,0,1,1,32819.0,29223.0,38570.0,37777.71428571428,37266.28571428572,36006.46428571428
d_1505,36623,2015-03-13,11506,Friday,7,3,2015,0,1,0,35937.0,33566.0,36936.0,37875.71428571428,37484.642857142855,35995.28571428572
d_1506,44471,2015-03-14,11507,Saturday,1,3,2015,0,0,1,44229.0,44154.0,41614.0,37910.28571428572,37507.28571428572,36097.32142857143
d_1507,48827,2015-03-15,11507,Sunday,2,3,2015,0,1,1,47379.0,45186.0,44007.0,38117.142857142855,37767.357142857145,36269.46428571428
d_1508,35495,2015-03-16,11507,Monday,3,3,2015,0,0,0,36020.0,35398.0,37147.0,38042.142857142855,37774.28571428572,36210.46428571428
d_1509,31412,2015-03-17,11507,Tuesday,4,3,2015,0,0,0,33597.0,34387.0,30697.0,37730.0,37561.78571428572,36236.0
d_1510,29947,2015-03-18,11507,Wednesday,5,3,2015,0,0,0,32891.0,31774.0,28505.0,37309.42857142857,37431.28571428572,36287.5
d_1511,29369,2015-03-19,11507,Thursday,6,3,2015,0,0,0,34391.0,32819.0,28808.0,36592.0,37184.857142857145,36307.53571428572
d_1512,32999,2015-03-20,11507,Friday,7,3,2015,0,0,0,36623.0,35937.0,33119.0,36074.28571428572,36975.0,36303.25
d_1513,41982,2015-03-21,11508,Saturday,1,3,2015,0,0,0,44471.0,44229.0,42109.0,35718.71428571428,36814.5,36298.71428571428
d_1514,44014,2015-03-22,11508,Sunday,2,3,2015,0,0,0,48827.0,47379.0,43759.0,35031.142857142855,36574.142857142855,36307.82142857143
d_1515,32338,2015-03-23,11508,Monday,3,3,2015,0,0,0,35495.0,36020.0,31522.0,34580.142857142855,36311.142857142855,36336.96428571428
d_1516,26841,2015-03-24,11508,Tuesday,4,3,2015,0,0,0,31412.0,33597.0,29780.0,33927.142857142855,35828.57142857143,36232.0
d_1517,31995,2015-03-25,11508,Wednesday,5,3,2015,0,0,0,29947.0,32891.0,29227.0,34219.71428571428,35764.57142857143,36330.857142857145
d_1518,29902,2015-03-26,11508,Thursday,6,3,2015,0,0,0,29369.0,34391.0,29223.0,34295.857142857145,35443.92857142857,36355.107142857145
d_1519,32535,2015-03-27,11508,Friday,7,3,2015,0,0,0,32999.0,36623.0,33566.0,34229.57142857143,35151.92857142857,36318.28571428572
d_1520,41531,2015-03-28,11509,Saturday,1,3,2015,0,0,0,41982.0,44471.0,44154.0,34165.142857142855,34941.92857142857,36224.607142857145
d_1521,42583,2015-03-29,11509,Sunday,2,3,2015,0,0,0,44014.0,48827.0,45186.0,33960.71428571428,34495.92857142857,36131.642857142855
d_1522,31899,2015-03-30,11509,Monday,3,3,2015,0,0,0,32338.0,35495.0,35398.0,33898.0,34239.07142857143,36006.67857142857
d_1523,30956,2015-03-31,11509,Tuesday,4,3,2015,0,0,0,26841.0,31412.0,34387.0,34485.857142857145,34206.5,35884.142857142855
d_1524,35060,2015-04-01,11509,Wednesday,5,4,2015,1,1,0,31995.0,29947.0,31774.0,34923.71428571428,34571.71428571428,36001.5
d_1525,33817,2015-04-02,11509,Thursday,6,4,2015,1,0,1,29902.0,29369.0,32819.0,35483.0,34889.42857142857,36037.142857142855
d_1526,44108,2015-04-03,11509,Friday,7,4,2015,1,1,1,32535.0,32999.0,35937.0,37136.28571428572,35682.92857142857,36328.96428571428
d_1527,48419,2015-04-04,11510,Saturday,1,4,2015,1,0,0,41531.0,41982.0,44229.0,38120.28571428572,36142.71428571428,36478.607142857145
d_1528,41636,2015-04-05,11510,Sunday,2,4,2015,1,1,1,42583.0,44014.0,47379.0,37985.0,35972.857142857145,36273.5
d_1529,36215,2015-04-06,11510,Monday,3,4,2015,1,1,1,31899.0,32338.0,36020.0,38601.57142857143,36249.78571428572,36280.46428571428
d_1530,33911,2015-04-07,11510,Tuesday,4,4,2015,1,1,0,30956.0,26841.0,33597.0,39023.71428571428,36754.78571428572,36291.67857142857
d_1531,34149,2015-04-08,11510,Wednesday,5,4,2015,1,0,1,35060.0,31995.0,32891.0,38893.57142857143,36908.642857142855,36336.607142857145
d_1532,34437,2015-04-09,11510,Thursday,6,4,2015,1,1,1,33817.0,29902.0,34391.0,38982.142857142855,37232.57142857143,36338.25
d_1533,36853,2015-04-10,11510,Friday,7,4,2015,1,0,0,44108.0,32535.0,36623.0,37945.71428571428,37541.0,36346.46428571428
d_1534,45272,2015-04-11,11511,Saturday,1,4,2015,0,1,1,48419.0,41531.0,44471.0,37496.142857142855,37808.21428571428,36375.07142857143
d_1535,47180,2015-04-12,11511,Sunday,2,4,2015,0,1,1,41636.0,42583.0,48827.0,38288.142857142855,38136.57142857143,36316.25
d_1536,34494,2015-04-13,11511,Monday,3,4,2015,0,1,0,36215.0,31899.0,35495.0,38042.28571428572,38321.92857142857,36280.5
d_1537,33597,2015-04-14,11511,Tuesday,4,4,2015,0,0,1,33911.0,30956.0,31412.0,37997.42857142857,38510.57142857143,36358.53571428572
d_1538,34690,2015-04-15,11511,Wednesday,5,4,2015,0,1,1,34149.0,35060.0,29947.0,38074.71428571428,38484.142857142855,36527.92857142857
d_1539,31431,2015-04-16,11511,Thursday,6,4,2015,0,0,0,34437.0,33817.0,29369.0,37645.28571428572,38313.71428571428,36601.57142857143
d_1540,33059,2015-04-17,11511,Friday,7,4,2015,0,0,0,36853.0,44108.0,32999.0,37103.28571428572,37524.5,36603.71428571428
d_1541,42516,2015-04-18,11512,Saturday,1,4,2015,0,0,0,45272.0,48419.0,41982.0,36709.57142857143,37102.857142857145,36622.78571428572
d_1542,44359,2015-04-19,11512,Sunday,2,4,2015,0,0,0,47180.0,41636.0,44014.0,36306.57142857143,37297.357142857145,36635.107142857145
d_1543,33118,2015-04-20,11512,Monday,3,4,2015,0,0,0,34494.0,36215.0,32338.0,36110.0,37076.142857142855,36662.96428571428
d_1544,30227,2015-04-21,11512,Tuesday,4,4,2015,0,0,0,33597.0,33911.0,26841.0,35628.57142857143,36813.0,36783.892857142855
d_1545,30382,2015-04-22,11512,Wednesday,5,4,2015,0,0,0,34690.0,34149.0,31995.0,35013.142857142855,36543.92857142857,36726.28571428572
d_1546,30658,2015-04-23,11512,Thursday,6,4,2015,0,0,0,31431.0,34437.0,29902.0,34902.71428571428,36274.0,36753.28571428572
d_1547,34423,2015-04-24,11512,Friday,7,4,2015,0,0,0,33059.0,36853.0,32535.0,35097.57142857143,36100.42857142857,36820.71428571428
d_1548,43598,2015-04-25,11513,Saturday,1,4,2015,0,0,0,42516.0,45272.0,41531.0,35252.142857142855,35980.857142857145,36894.53571428572
d_1549,43406,2015-04-26,11513,Sunday,2,4,2015,0,0,0,44359.0,47180.0,42583.0,35116.0,35711.28571428572,36923.92857142857
d_1550,33444,2015-04-27,11513,Monday,3,4,2015,0,0,0,33118.0,34494.0,31899.0,35162.57142857143,35636.28571428572,36979.107142857145
d_1551,29750,2015-04-28,11513,Tuesday,4,4,2015,0,0,0,30227.0,33597.0,30956.0,35094.42857142857,35361.5,36936.03571428572
d_1552,28667,2015-04-29,11513,Wednesday,5,4,2015,0,0,0,30382.0,34690.0,35060.0,34849.42857142857,34931.28571428572,36707.71428571428
d_1553,30553,2015-04-30,11513,Thursday,6,4,2015,0,0,0,30658.0,31431.0,33817.0,34834.42857142857,34868.57142857143,36591.142857142855
d_1554,40976,2015-05-01,11513,Friday,7,5,2015,1,1,0,34423.0,33059.0,44108.0,35770.57142857143,35434.07142857143,36479.28571428572
d_1555,47052,2015-05-02,11514,Saturday,1,5,2015,1,0,1,43598.0,42516.0,48419.0,36264.0,35758.07142857143,36430.46428571428
d_1556,49102,2015-05-03,11514,Sunday,2,5,2015,1,1,1,43406.0,44359.0,41636.0,37077.71428571428,36096.857142857145,36697.107142857145
d_1557,38169,2015-05-04,11514,Monday,3,5,2015,1,0,0,33444.0,33118.0,36215.0,37752.71428571428,36457.642857142855,36766.892857142855
d_1558,35089,2015-05-05,11514,Tuesday,4,5,2015,1,1,1,29750.0,30227.0,33911.0,38515.42857142857,36804.92857142857,36808.96428571428
d_1559,35296,2015-05-06,11514,Wednesday,5,5,2015,1,1,1,28667.0,30382.0,34149.0,39462.42857142857,37155.92857142857,36849.92857142857
d_1560,33321,2015-05-07,11514,Thursday,6,5,2015,1,1,0,30553.0,30658.0,34437.0,39857.857142857145,37346.142857142855,36810.07142857143
d_1561,37424,2015-05-08,11514,Friday,7,5,2015,1,0,1,40976.0,34423.0,36853.0,39350.42857142857,37560.5,36830.46428571428
d_1562,47269,2015-05-09,11515,Saturday,1,5,2015,1,1,1,47052.0,43598.0,45272.0,39381.42857142857,37822.71428571428,36901.78571428572
d_1563,38030,2015-05-10,11515,Sunday,2,5,2015,1,0,0,49102.0,43406.0,47180.0,37799.71428571428,37438.71428571428,36575.0
d_1564,37192,2015-05-11,11515,Monday,3,5,2015,0,1,1,38169.0,33444.0,34494.0,37660.142857142855,37706.42857142857,36671.357142857145
d_1565,35033,2015-05-12,11515,Tuesday,4,5,2015,0,1,1,35089.0,29750.0,33597.0,37652.142857142855,38083.78571428572,36722.642857142855
d_1566,33685,2015-05-13,11515,Wednesday,5,5,2015,0,1,0,35296.0,28667.0,34690.0,37422.0,38442.21428571428,36686.75
d_1567,32054,2015-05-14,11515,Thursday,6,5,2015,0,0,1,33321.0,30553.0,31431.0,37241.0,38549.42857142857,36709.0
d_1568,37764,2015-05-15,11515,Friday,7,5,2015,0,1,1,37424.0,40976.0,33059.0,37289.57142857143,38320.0,36877.03571428572
d_1569,44336,2015-05-16,11516,Saturday,1,5,2015,0,0,0,47269.0,47052.0,42516.0,36870.57142857143,38126.0,36942.03571428572
d_1570,44493,2015-05-17,11516,Sunday,2,5,2015,0,0,0,38030.0,49102.0,44359.0,37793.857142857145,37796.78571428572,36946.82142857143
d_1571,34296,2015-05-18,11516,Monday,3,5,2015,0,0,0,37192.0,38169.0,33118.0,37380.142857142855,37520.142857142855,36988.892857142855
d_1572,30671,2015-05-19,11516,Tuesday,4,5,2015,0,0,0,35033.0,35089.0,30227.0,36757.0,37204.57142857143,37004.75
d_1573,31158,2015-05-20,11516,Wednesday,5,5,2015,0,0,0,33685.0,35296.0,30382.0,36396.0,36909.0,37032.46428571428
d_1574,30601,2015-05-21,11516,Thursday,6,5,2015,0,0,0,32054.0,33321.0,30658.0,36188.42857142857,36714.71428571428,37030.42857142857
d_1575,36267,2015-05-22,11516,Friday,7,5,2015,0,0,0,37764.0,37424.0,34423.0,35974.57142857143,36632.07142857143,37096.28571428572
d_1576,39975,2015-05-23,11517,Saturday,1,5,2015,0,0,0,44336.0,47269.0,43598.0,35351.57142857143,36111.07142857143,36966.892857142855
d_1577,37426,2015-05-24,11517,Sunday,2,5,2015,0,0,0,44493.0,38030.0,43406.0,34342.0,36067.92857142857,36753.32142857143
d_1578,37817,2015-05-25,11517,Monday,3,5,2015,0,0,0,34296.0,37192.0,33444.0,34845.0,36112.57142857143,36909.5
d_1579,30879,2015-05-26,11517,Tuesday,4,5,2015,0,0,0,30671.0,35033.0,29750.0,34874.71428571428,35815.857142857145,36949.82142857143
d_1580,30097,2015-05-27,11517,Wednesday,5,5,2015,0,0,0,31158.0,33685.0,28667.0,34723.142857142855,35559.57142857143,37000.892857142855
d_1581,30216,2015-05-28,11517,Thursday,6,5,2015,0,0,0,30601.0,32054.0,30553.0,34668.142857142855,35428.28571428572,36988.857142857145
d_1582,32925,2015-05-29,11517,Friday,7,5,2015,0,0,0,36267.0,37764.0,40976.0,34190.71428571428,35082.642857142855,36701.32142857143
d_1583,40938,2015-05-30,11518,Saturday,1,5,2015,0,0,0,39975.0,44336.0,47052.0,34328.28571428572,34839.92857142857,36482.96428571428
d_1584,43463,2015-05-31,11518,Sunday,2,5,2015,0,0,0,37426.0,44493.0,49102.0,35190.71428571428,34766.357142857145,36281.57142857143
d_1585,38654,2015-06-01,11518,Monday,3,6,2015,1,1,0,37817.0,34296.0,38169.0,35310.28571428572,35077.642857142855,36298.892857142855
d_1586,37424,2015-06-02,11518,Tuesday,4,6,2015,1,0,1,30879.0,30671.0,35089.0,36245.28571428572,35560.0,36382.28571428572
d_1587,37990,2015-06-03,11518,Wednesday,5,6,2015,1,1,1,30097.0,31158.0,35296.0,37372.857142857145,36048.0,36478.5
d_1588,34922,2015-06-04,11518,Thursday,6,6,2015,1,0,0,30216.0,30601.0,33321.0,38045.142857142855,36356.642857142855,36535.67857142857
d_1589,39889,2015-06-05,11518,Friday,7,6,2015,1,1,1,32925.0,36267.0,37424.0,39040.0,36615.357142857145,36623.71428571428
d_1590,47507,2015-06-06,11519,Saturday,1,6,2015,1,1,1,40938.0,39975.0,47269.0,39978.42857142857,37153.357142857145,36632.21428571428
d_1591,48426,2015-06-07,11519,Sunday,2,6,2015,1,1,0,43463.0,37426.0,38030.0,40687.42857142857,37939.07142857143,37003.5
d_1592,39922,2015-06-08,11519,Monday,3,6,2015,1,0,1,38654.0,37817.0,37192.0,40868.57142857143,38089.42857142857,37101.0
d_1593,38184,2015-06-09,11519,Tuesday,4,6,2015,1,1,1,37424.0,30879.0,35033.0,40977.142857142855,38611.21428571428,37213.53571428572
d_1594,35176,2015-06-10,11519,Wednesday,5,6,2015,1,0,0,37990.0,30097.0,33685.0,40575.142857142855,38974.0,37266.78571428572
d_1595,35585,2015-06-11,11519,Thursday,6,6,2015,0,1,1,34922.0,30216.0,32054.0,40669.857142857145,39357.5,37392.892857142855
d_1596,40282,2015-06-12,11519,Friday,7,6,2015,0,1,1,39889.0,32925.0,37764.0,40726.0,39883.0,37482.82142857143
d_1597,44853,2015-06-13,11520,Saturday,1,6,2015,0,1,0,47507.0,40938.0,44336.0,40346.857142857145,40162.642857142855,37501.28571428572
d_1598,48981,2015-06-14,11520,Sunday,2,6,2015,0,0,1,48426.0,43463.0,44493.0,40426.142857142855,40556.78571428572,37661.57142857143
d_1599,47580,2015-06-15,11520,Monday,3,6,2015,0,1,1,39922.0,38654.0,34296.0,41520.142857142855,41194.357142857145,38136.0
d_1600,31698,2015-06-16,11520,Tuesday,4,6,2015,0,0,0,38184.0,37424.0,30671.0,40593.57142857143,40785.357142857145,38172.67857142857
d_1601,31478,2015-06-17,11520,Wednesday,5,6,2015,0,0,0,35176.0,37990.0,31158.0,40065.28571428572,40320.21428571428,38184.107142857145
d_1602,34425,2015-06-18,11520,Thursday,6,6,2015,0,0,0,35585.0,34922.0,30601.0,39899.57142857143,40284.71428571428,38320.67857142857
d_1603,37829,2015-06-19,11520,Friday,7,6,2015,0,0,0,40282.0,39889.0,36267.0,39549.142857142855,40137.57142857143,38376.46428571428
d_1604,44255,2015-06-20,11521,Saturday,1,6,2015,0,0,0,44853.0,47507.0,39975.0,39463.71428571428,39905.28571428572,38529.32142857143
d_1605,41413,2015-06-21,11521,Sunday,2,6,2015,0,0,0,48981.0,48426.0,37426.0,38382.57142857143,39404.357142857145,38671.71428571428
d_1606,34846,2015-06-22,11521,Monday,3,6,2015,0,0,0,47580.0,39922.0,37817.0,36563.42857142857,39041.78571428572,38565.607142857145
d_1607,33071,2015-06-23,11521,Tuesday,4,6,2015,0,0,0,31698.0,38184.0,30879.0,36759.57142857143,38676.57142857143,38643.892857142855
d_1608,31622,2015-06-24,11521,Wednesday,5,6,2015,0,0,0,31478.0,35176.0,30097.0,36780.142857142855,38422.71428571428,38698.357142857145
d_1609,32376,2015-06-25,11521,Thursday,6,6,2015,0,0,0,34425.0,35585.0,30216.0,36487.42857142857,38193.5,38775.5
d_1610,35945,2015-06-26,11521,Friday,7,6,2015,0,0,0,37829.0,40282.0,32925.0,36218.28571428572,37883.71428571428,38883.357142857145
d_1611,42213,2015-06-27,11522,Saturday,1,6,2015,0,0,0,44255.0,44853.0,40938.0,35926.57142857143,37695.142857142855,38928.892857142855
d_1612,42946,2015-06-28,11522,Sunday,2,6,2015,0,0,0,41413.0,48981.0,43463.0,36145.57142857143,37264.07142857143,38910.42857142857
d_1613,33928,2015-06-29,11522,Monday,3,6,2015,0,0,0,34846.0,47580.0,38654.0,36014.42857142857,36288.92857142857,38741.642857142855
d_1614,32179,2015-06-30,11522,Tuesday,4,6,2015,0,0,0,33071.0,31698.0,37424.0,35887.0,36323.28571428572,38554.32142857143
d_1615,38077,2015-07-01,11522,Wednesday,5,7,2015,1,1,0,31622.0,31478.0,37990.0,36809.142857142855,36794.642857142855,38557.42857142857
d_1616,41844,2015-07-02,11522,Thursday,6,7,2015,1,0,1,32376.0,34425.0,34922.0,38161.71428571428,37324.57142857143,38804.642857142855
d_1617,54154,2015-07-03,11522,Friday,7,7,2015,1,1,1,35945.0,37829.0,39889.0,40763.0,38490.642857142855,39314.107142857145
d_1618,37489,2015-07-04,11523,Saturday,1,7,2015,1,0,0,42213.0,44255.0,47507.0,40088.142857142855,38007.357142857145,38956.32142857143
d_1619,43532,2015-07-05,11523,Sunday,2,7,2015,1,1,1,42946.0,41413.0,48426.0,40171.857142857145,38158.71428571428,38781.53571428572
d_1620,41538,2015-07-06,11523,Monday,3,7,2015,1,1,1,33928.0,34846.0,39922.0,41259.0,38636.71428571428,38839.25
d_1621,37355,2015-07-07,11523,Tuesday,4,7,2015,1,1,0,32179.0,33071.0,38184.0,41998.42857142857,38942.71428571428,38809.642857142855
d_1622,36049,2015-07-08,11523,Wednesday,5,7,2015,1,0,1,38077.0,31622.0,35176.0,41708.71428571428,39258.92857142857,38840.82142857143
d_1623,38210,2015-07-09,11523,Thursday,6,7,2015,1,1,1,41844.0,32376.0,35585.0,41189.57142857143,39675.642857142855,38934.57142857143
d_1624,39895,2015-07-10,11523,Friday,7,7,2015,1,0,0,54154.0,35945.0,40282.0,39152.57142857143,39957.78571428572,38920.75
d_1625,47405,2015-07-11,11524,Saturday,1,7,2015,0,1,1,37489.0,42213.0,44853.0,40569.142857142855,40328.642857142855,39011.892857142855
d_1626,49594,2015-07-12,11524,Sunday,2,7,2015,0,1,1,43532.0,42946.0,48981.0,41435.142857142855,40803.5,39033.78571428572
d_1627,39058,2015-07-13,11524,Monday,3,7,2015,0,1,0,41538.0,33928.0,47580.0,41080.857142857145,41169.92857142857,38729.42857142857
d_1628,36831,2015-07-14,11524,Tuesday,4,7,2015,0,0,1,37355.0,32179.0,31698.0,41006.0,41502.21428571428,38912.75
d_1629,38095,2015-07-15,11524,Wednesday,5,7,2015,0,1,1,36049.0,38077.0,31478.0,41298.28571428572,41503.5,39149.07142857143
d_1630,37478,2015-07-16,11524,Thursday,6,7,2015,0,0,0,38210.0,41844.0,34425.0,41193.71428571428,41191.642857142855,39258.107142857145
d_1631,41847,2015-07-17,11524,Friday,7,7,2015,0,0,0,39895.0,54154.0,37829.0,41472.57142857143,40312.57142857143,39401.607142857145
d_1632,45660,2015-07-18,11525,Saturday,1,7,2015,0,0,0,47405.0,37489.0,44255.0,41223.28571428572,40896.21428571428,39451.78571428572
d_1633,47784,2015-07-19,11525,Sunday,2,7,2015,0,0,0,49594.0,43532.0,41413.0,40964.71428571428,41199.92857142857,39679.32142857143
d_1634,37547,2015-07-20,11525,Monday,3,7,2015,0,0,0,39058.0,41538.0,34846.0,40748.857142857145,40914.857142857145,39775.78571428572
d_1635,34138,2015-07-21,11525,Tuesday,4,7,2015,0,0,0,36831.0,37355.0,33071.0,40364.142857142855,40685.07142857143,39813.892857142855
d_1636,33376,2015-07-22,11525,Wednesday,5,7,2015,0,0,0,38095.0,36049.0,31622.0,39690.0,40494.142857142855,39876.53571428572
d_1637,34195,2015-07-23,11525,Thursday,6,7,2015,0,0,0,37478.0,38210.0,32376.0,39221.0,40207.357142857145,39941.5
d_1638,38441,2015-07-24,11525,Friday,7,7,2015,0,0,0,41847.0,39895.0,35945.0,38734.42857142857,40103.5,40030.642857142855
d_1639,42624,2015-07-25,11526,Saturday,1,7,2015,0,0,0,45660.0,47405.0,42213.0,38300.71428571428,39762.0,40045.32142857143
d_1640,44192,2015-07-26,11526,Sunday,2,7,2015,0,0,0,47784.0,49594.0,42946.0,37787.57142857143,39376.142857142855,40089.82142857143
d_1641,36126,2015-07-27,11526,Monday,3,7,2015,0,0,0,37547.0,39058.0,33928.0,37584.57142857143,39166.71428571428,40168.32142857143
d_1642,32955,2015-07-28,11526,Tuesday,4,7,2015,0,0,0,34138.0,36831.0,32179.0,37415.57142857143,38889.857142857145,40196.03571428572
d_1643,31593,2015-07-29,11526,Wednesday,5,7,2015,0,0,0,33376.0,38095.0,38077.0,37160.857142857145,38425.42857142857,39964.46428571428
d_1644,33587,2015-07-30,11526,Thursday,6,7,2015,0,0,0,34195.0,37478.0,41844.0,37074.0,38147.5,39669.57142857143
d_1645,41478,2015-07-31,11526,Friday,7,7,2015,0,0,0,38441.0,41847.0,54154.0,37507.857142857145,38121.142857142855,39216.857142857145
d_1646,49150,2015-08-01,11527,Saturday,1,8,2015,1,1,0,42624.0,45660.0,37489.0,38440.142857142855,38370.42857142857,39633.32142857143
d_1647,51541,2015-08-02,11527,Sunday,2,8,2015,1,0,1,44192.0,47784.0,43532.0,39490.0,38638.78571428572,39919.357142857145
d_1648,45257,2015-08-03,11527,Monday,3,8,2015,1,1,1,36126.0,37547.0,41538.0,40794.42857142857,39189.5,40052.17857142857
d_1649,37658,2015-08-04,11527,Tuesday,4,8,2015,1,0,0,32955.0,34138.0,37355.0,41466.28571428572,39440.92857142857,40063.0
d_1650,38279,2015-08-05,11527,Wednesday,5,8,2015,1,1,1,31593.0,33376.0,36049.0,42421.42857142857,39791.142857142855,40142.642857142855
d_1651,37798,2015-08-06,11527,Thursday,6,8,2015,1,1,1,33587.0,34195.0,38210.0,43023.0,40048.5,40127.92857142857
d_1652,40137,2015-08-07,11527,Friday,7,8,2015,1,1,0,41478.0,38441.0,39895.0,42831.42857142857,40169.642857142855,40136.57142857143
d_1653,48104,2015-08-08,11528,Saturday,1,8,2015,1,0,1,49150.0,42624.0,47405.0,42682.0,40561.07142857143,40161.53571428572
d_1654,51961,2015-08-09,11528,Sunday,2,8,2015,1,1,1,51541.0,44192.0,49594.0,42742.0,41116.0,40246.07142857143
d_1655,38324,2015-08-10,11528,Monday,3,8,2015,1,0,0,45257.0,36126.0,39058.0,41751.57142857143,41273.0,40219.857142857145
d_1656,36449,2015-08-11,11528,Tuesday,4,8,2015,0,1,1,37658.0,32955.0,36831.0,41578.857142857145,41522.57142857143,40206.21428571428
d_1657,37351,2015-08-12,11528,Wednesday,5,8,2015,0,1,1,38279.0,31593.0,38095.0,41446.28571428572,41933.857142857145,40179.642857142855
d_1658,36055,2015-08-13,11528,Thursday,6,8,2015,0,1,0,37798.0,33587.0,37478.0,41197.28571428572,42110.142857142855,40128.82142857143
d_1659,40762,2015-08-14,11528,Friday,7,8,2015,0,0,1,40137.0,41478.0,41847.0,41286.57142857143,42059.0,40090.07142857143
d_1660,48436,2015-08-15,11529,Saturday,1,8,2015,0,1,1,48104.0,49150.0,45660.0,41334.0,42008.0,40189.21428571428
d_1661,50540,2015-08-16,11529,Sunday,2,8,2015,0,0,0,51961.0,51541.0,47784.0,41131.0,41936.5,40287.642857142855
d_1662,39112,2015-08-17,11529,Monday,3,8,2015,0,0,0,38324.0,45257.0,37547.0,41243.57142857143,41497.57142857143,40343.53571428572
d_1663,35245,2015-08-18,11529,Tuesday,4,8,2015,0,0,0,36449.0,37658.0,34138.0,41071.57142857143,41325.21428571428,40383.07142857143
d_1664,33707,2015-08-19,11529,Wednesday,5,8,2015,0,0,0,37351.0,38279.0,33376.0,40551.0,40998.642857142855,40394.892857142855
d_1665,32516,2015-08-20,11529,Thursday,6,8,2015,0,0,0,36055.0,37798.0,34195.0,40045.42857142857,40621.357142857145,40334.92857142857
d_1666,36963,2015-08-21,11529,Friday,7,8,2015,0,0,0,40762.0,40137.0,38441.0,39502.71428571428,40394.642857142855,40282.142857142855
d_1667,45080,2015-08-22,11530,Saturday,1,8,2015,0,0,0,48436.0,48104.0,42624.0,39023.28571428572,40178.642857142855,40369.857142857145
